,sound_label,sound_start,sound_end,word,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,participant,duration,changeF2,changeF1,trajectory,gender,changeF1norm,changeF2norm,traj_norm,child
2059,price,1385.69052188227,1385.76116011537,LIKE,765.72,809.98,831.25,799.33,776.97,1360.23,1408.67,1457.46,1485.31,1510.51,Jessica,0.070638233105683,150.28,11.25,150.700500662738,F,159.262194216674,2127.45978194505,2133.41265823103,teen
2060,price,1392.03679652949,1392.19021236091,LIKE,835.57,853.07,862.12,821.27,747.44,1350.7,1360.78,1432.36,1556.1,1650.51,Jessica,0.153415831426855,299.81,-88.13,312.494692754933,F,-574.451796664924,1954.23117165677,2036.91294339413,teen
2061,price,1392.96762917982,1393.10247204097,LIKE,951.03,910.8,819.15,844.98,823.1,1346.47,1423.08,1454.74,1482.11,1519.87,Jessica,0.134842861146126,173.4,-127.93,215.484674397044,F,-948.733947890392,1285.94126916434,1598.04288165859,teen
2062,price,1395.52093395067,1395.67078125824,LIKE,819.55,847.24,866.64,809.69,772,1386.28,1344.17,1440.26,1471.61,1540.99,Jessica,0.149847307566915,154.71,-47.55,161.852360501786,F,-317.323018825456,1032.45098301759,1080.11523950479,teen
2063,price,1399.53147531573,1399.63771754244,WHY,814.03,876.26,861.71,783.04,649.54,1261.76,1381.18,1525.74,1678.77,1750.23,Jessica,0.106242226706399,488.47,-164.49,515.42206103348,F,-1548.25444740131,4597.70107557977,4851.38609206537,teen
2064,face,1399.84434223871,1399.97968903083,MAIN,656.71,616.43,548.16,492.85,472.34,2248.24,2215.75,2487.2,2565.55,2614.74,Jessica,0.135346792114888,366.5,-184.37,410.26155913027,F,-1362.20443143934,2707.85878463155,3031.18790419519,teen
2065,price,1400.44695424046,1400.55441987116,WHY,841.57,861.39,832.35,744.61,694.06,1270.67,1387.77,1423.56,1432.14,1242.2,Jessica,0.107465630700744,-28.47,-147.51,150.23229013764,F,-1372.62489447223,-264.921908654493,1397.95662257812,teen
2066,price,1400.95149262799,1401.0649207189,LIKE,755.2,776.46,802.58,801.57,783.27,1274.4,1157.21,1235.98,1284.14,1421.42,Jessica,0.113428090911157,147.02,28.0699999999999,149.675667027076,F,247.469562209117,1296.15158660436,1319.56436738682,teen
2067,price,1403.7031316567,1403.81497093244,LIKE,774.17,800.18,803.66,762.19,733.82,1352.69,1348.83,1423.92,1511.23,1571.47,Jessica,0.111839275741431,218.78,-40.3499999999999,222.469797725444,F,-360.785598194393,1956.20007863617,1989.19204591227,teen
2068,goat,1405.10927511584,1405.233006014,ONLY,668.39,600.81,554.67,481.8,500.91,1618.35,1644.24,1692.88,1746.34,1825.09,Jessica,0.123730898156509,206.74,-167.48,266.065739996716,F,-1353.58267413651,1670.8841775196,2150.35810748068,teen
2069,price,1409.029847563,1409.17617116746,LIKE,795.91,821.33,862.36,864.43,811.43,1203.11,1253.08,1345.63,1474.7,1598.82,Jessica,0.146323604461713,395.71,15.52,396.014235223937,F,106.066277256456,2704.34836167217,2706.42755610601,teen
2070,goat,1412.09526039093,1412.17820682659,ONLY,717.74,699.82,689.15,610.1,550.3,1485.74,1517.91,1556.66,1596.62,1609.27,Jessica,0.0829464356554581,123.53,-167.44,208.076463109118,F,-2018.65214191373,1489.27436150623,2508.56424950463,teen
2071,goat,1413.3709972126,1413.4377392005,ONLY,651.38,615.57,589.19,582.11,532.19,1444.22,1486.96,1507.23,1631.76,1663.72,Jessica,0.066741987903697,219.5,-119.19,249.772909059409,F,-1785.83233349269,3288.78427050629,3742.3654419735,teen
2072,face,1416.47642996308,1416.54399814471,THEY,538.06,545.08,518.75,509.78,475.48,1985.36,1823,1955.84,1983.58,1908.6,Jessica,0.0675681816321685,-76.76,-62.5799999999999,99.0371344496598,F,-926.175582771732,-1136.03767551228,1465.73626901496,teen
2073,price,1428.40418007588,1428.63499528345,LIKE,672.24,805.09,790.44,768.31,848.6,1104.63,1239.74,1270.08,1294.41,1453.15,Jessica,0.230815207570231,348.52,176.36,390.600870454739,F,764.074437973669,1509.9525012621,1692.26661694676,teen
2074,face,1431.67893925712,1431.82831766646,PRAYED,668.62,633.75,481.3,460.08,476.66,1904.93,2087.12,2180.34,2546.97,2398.94,Jessica,0.149378409341807,494.01,-191.96,529.994831767254,F,-1285.0585358742,3307.10443481567,3548.00157601439,teen
2075,price,1431.99671861213,1432.11690691219,LIKE,782.91,804.72,809.26,791.09,798.77,1312.41,1283.39,1238.14,1402.82,1576.83,Jessica,0.120188300058999,264.42,15.86,264.895217019862,F,131.959599996127,2200.04775731248,2204.00169475588,teen
2076,price,1462.26107665621,1462.35635860058,LIKE,849.2,884.1,825.73,772.25,713.06,1416.32,1513.92,1513.56,1610.54,1633.12,Jessica,0.0952819443718909,216.8,-136.14,256.000663280391,F,-1428.8121521601,2275.35239156977,2686.76993283434,teen
2077,goat,1463.47598214286,1463.5343129051,SO,613.33,618.4,612.57,619.81,626.29,1207.72,1478.73,1451.3,1552.18,1714.22,Jessica,0.0583307622457596,506.5,12.9599999999999,506.66577899045,F,222.181221383611,8683.23986348765,8686.08191430384,teen
2078,face,1464.11307135529,1464.19271460965,CHASE,667.62,641.54,625.06,598.22,577.37,1990.2,1985.6,2013.62,2069.61,2152.06,Jessica,0.0796432543684205,161.86,-90.25,185.320592757524,F,-1133.178204679,2032.31273362154,2326.88372954039,teen
2079,goat,1464.58454965319,1464.70841124484,ROAD,577.32,588.13,565.85,555.03,493.24,1506.66,1597.34,1650,1713.08,1754.87,Jessica,0.123861591645436,248.21,-84.08,262.064210643117,F,-678.822215046985,2003.93032822089,2115.78268260348,teen
2080,goat,1465.8084997657,1465.92728222262,SO,624.31,604.59,579.76,554.25,500.17,1635.14,1632.5,1666.21,1703.2,1706.19,Jessica,0.118782456921281,71.05,-124.14,143.034408797324,F,-1045.1038243995,598.15230162385,1204.17115881106,teen
2081,goat,1466.88329583115,1467.12167010238,WINDOW,654.85,610.36,626.61,627.03,618.7,1653.6,1704.44,1730.77,1735.53,1696.67,Jessica,0.238374271231351,43.0700000000002,-36.15,56.2303067749058,F,-151.652272761078,180.682251391968,235.890838740445,teen
2082,goat,1471.21137061491,1471.28437177901,ROAD,582.34,568.18,536.9,535.11,508.64,1737.18,1705.22,1743.18,1756.09,1882.18,Jessica,0.0730011641019246,145,-73.7,162.655125956731,F,-1009.57294183829,1986.2696956113,2228.11687947375,teen
2083,price,1500.61160689073,1500.68377455917,I,856.12,911.32,952.72,963.51,1012.31,1417.24,1460.67,1451.67,1449.13,1399.5,Jessica,0.0721676684308932,-17.74,156.19,157.194222858221,F,2164.26556927727,-245.816449189953,2178.1807044071,teen
2084,price,1524.07337631541,1524.14071579743,LIKE,922.23,933.22,941.35,915.35,841.04,1239.4,1329.71,1427.61,1548.12,1608.19,Jessica,0.0673394820219073,368.79,-81.1900000000001,377.621345000518,F,-1205.68197975724,5476.57910228687,5607.7257154676,teen
2085,price,1526.78729482115,1526.88371537901,LIFE,859.87,895.27,869.89,846.66,809.45,1455.98,1512.74,1535.98,1560.73,1588.74,Jessica,0.0964205578545716,132.76,-50.42,142.011950201383,F,-522.917530471531,1376.88479463309,1472.83891901534,teen
2086,goat,1527.75253953137,1527.83076670495,DON'T,621.44,620.41,612.25,612.45,603.64,1578.99,1573.52,1601.95,1575.94,1605.93,Jessica,0.0782271735824907,26.9400000000001,-17.8000000000001,32.2893728647678,F,-227.54241505645,344.381610203414,412.764150691429,teen
2087,goat,1539.04050357579,1539.19501335504,KNOW,697.43,711.1,648.41,575.39,564.32,1537.79,1533.82,1574.12,1648.89,1501.8,Jessica,0.154509779245927,-35.99,-133.11,137.889637754256,F,-861.498868548211,-232.930240245287,892.433077227964,teen
2088,goat,1540.90197668514,1540.98864574525,DON'T,608.79,697.11,718.89,667.55,605.26,1696.04,1574.76,1561.66,1354.13,1188.79,Jessica,0.0866690601092159,-507.25,-3.52999999999997,507.262282650701,F,-40.7296444146463,-5852.72298281289,5852.86470179179,teen
2089,goat,1541.2018101224,1541.26891974054,KNOW,672.83,657.59,602.86,588.39,505.27,1758.99,1775.91,1774.91,1799.3,1890.37,Jessica,0.0671096181370103,131.38,-167.56,212.925005577081,F,-2496.81051169016,1957.692558044,3172.79417597602,teen
2090,face,1541.72427291347,1541.96217893218,DATES,644.54,621.57,585.42,548.79,446.45,2114.7,2129.64,2277.48,2468.81,2556.09,Jessica,0.237906018712692,441.39,-198.09,483.802418555344,F,-832.639716606851,1855.31245652531,2033.58629249145,teen
2091,price,1543.2872636329,1543.38366038723,LIKE,772.3,777.03,766.07,754.94,761.85,1337.78,1339.92,1441.69,1502.15,1492.94,Jessica,0.0963967543332274,155.16,-10.4499999999999,155.511504719104,F,-108.406139524947,1609.59776159722,1613.24419888171,teen
2092,goat,1543.55958049887,1543.6359560281,KNOW,567.18,572.52,558.21,516.17,507.41,1786.73,1805.66,1711.53,1737.16,1788.32,Jessica,0.0763755292325641,1.58999999999992,-59.7699999999999,59.7911448293139,F,-782.580501903951,20.8181863481215,782.857355361157,teen
2093,price,1547.68983628805,1547.7813086757,LIKE,764.93,857.86,870.41,877.85,843.97,1280.74,1274.8,1362.18,1463.27,1530.84,Jessica,0.0914723876508106,250.1,79.0400000000001,262.292454332945,F,864.085895535271,2734.15843210236,2867.4495229558,teen
2094,goat,1586.05266211006,1586.32051282645,BOTH,727.1,728.33,715.78,623.39,585.79,1122.34,1219.68,1392.99,1561.14,1676.8,Jessica,0.267850716386192,554.46,-141.31,572.183893254607,F,-527.569990876025,2070.03366457519,2136.2044536391,teen
2095,price,1591.59346190758,1591.69070289144,SOMETIMES,872.89,930.65,867.29,780.13,745.3,1217.83,1311.46,1350.39,1395.21,1423.05,Jessica,0.0972409838539079,205.22,-127.59,241.649449616588,F,-1312.1010806687,2110.42702229666,2485.05763762772,teen
2096,price,1592.25254979469,1592.34026006236,SOMETIMES,825.64,799.68,778.24,730.01,636.04,1165.67,1176.13,1294.87,1284.25,1286.84,Jessica,0.0877102676656705,121.17,-189.6,225.011841688388,F,-2161.66254015673,1381.48022147042,2565.39909952249,teen
2097,face,1592.8581750478,1592.96109112482,SAY,674.27,689.63,586.35,574.24,474.25,1954.17,2010.09,2078.42,2222.48,2247.66,Jessica,0.102916077025156,293.49,-200.02,355.168101749017,F,-1943.52530509989,2851.74103486535,3451.04586198134,teen
2098,price,1593.56491535348,1593.66947975661,IRISH,908.97,886.75,868.55,818.91,744.58,1278.67,1358.89,1380.46,1377.62,1378.1,Jessica,0.104564403129189,99.4299999999998,-164.39,192.120787527014,F,-1572.14114058392,950.89721764255,1837.34408438835,teen
2099,face,1596.87222321143,1597.07660997732,MAJORLY,603.71,544.79,461.72,437.6,434.32,2337.78,2555.62,2695.79,2817.53,2658.42,Jessica,0.204386765891968,320.64,-169.39,362.633398489439,F,-828.771859375347,1568.79041850234,1774.2508763073,teen
2100,goat,1598.74224533794,1598.8350497227,NOTICE,638.73,621.93,607.33,614.41,606.8,1744.83,1804.48,1747.24,1849.7,1914.57,Jessica,0.0928043847643494,169.74,-31.9300000000001,172.717088037056,F,-344.057019300083,1829.00840764159,1861.08758196741,teen
2101,price,1599.20250011569,1599.26839089482,SOMETIMES,791.54,757.59,677.07,638.03,622.65,1418.72,1467.39,1470.65,1467.13,1300.52,Jessica,0.065890779126903,-118.2,-168.89,206.143329021339,F,-2563.18110421376,-1793.87771045098,3128.56110904859,teen
2102,face,1599.69925623583,1599.86764050235,MAJORLY,588.62,578.01,513.23,450.95,427.18,1983.76,2209.72,2422.25,2582.72,2556.87,Jessica,0.168384266527028,573.11,-161.44,595.414095986986,F,-958.759409829342,3403.58402729989,3536.04352869521,teen
2103,price,1600.21500222311,1600.31004509952,LIKE,697.4,729.1,691.25,693.76,687.71,1450.89,1451.61,1188.94,1158.81,1086.32,Jessica,0.0950428764097069,-364.57,-9.68999999999994,364.698753768093,F,-101.953985043852,-3835.84771180984,3837.20240321815,teen
2104,price,1600.88264408636,1600.94862075824,I,888.95,905.54,910.39,892.49,839.98,1462.99,1476.36,1499.05,1541.37,1526.31,Jessica,0.0659766718858918,63.3199999999999,-48.97,80.0467569611661,F,-742.232043542523,959.733163102154,1213.25848475062,teen
2105,price,1608.79537851038,1608.93831103396,IRISH,777.7,802.72,749.34,694.32,630.91,1158.81,1254.69,1297.75,1314.18,1357.82,Jessica,0.142932523578793,199.01,-146.79,247.289878887107,F,-1026.98809427429,1392.33531331512,1730.11623033988,teen
2106,price,1611.38564066974,1611.50685906394,IRISH,955.34,952.09,916.75,866.72,693.76,1319.85,1389.79,1458.23,1534.31,1608.76,Jessica,0.121218394206608,288.91,-261.58,389.73463343665,F,-2157.92332271087,2383.38415461579,3215.14433504519,teen
2107,price,1615.25401936159,1615.37175118532,QUITE,798.5,827.59,855.43,858.91,803.53,1214.36,1303.84,1466.26,1546.66,1621.59,Jessica,0.117731823732129,407.23,5.02999999999997,407.261063447023,F,42.7242171279411,3458.96281133431,3459.2266605302,teen
2108,goat,1625.79046299394,1626.04644134649,KNOW,650.78,635.28,619.1,565.88,488.06,1279.47,1371.62,1571.37,1776.35,1933.27,Jessica,0.255978352550983,653.8,-162.72,673.744935713805,F,-635.678753216412,2554.12222746368,2632.03872124154,teen
2109,goat,1640.25139046876,1640.36565399228,KNOW,624.08,635.83,639.55,589.47,552.18,1714.5,1706.95,1731.29,1780.58,1947.13,Jessica,0.114263523525324,232.63,-71.9000000000001,243.487837273241,F,-629.247180392307,2035.90781049599,2130.93233746881,teen
2110,price,1684.66076250012,1684.77643296301,LIKE,877.24,905.53,917.02,898.18,853.26,1343.98,1352.02,1462.27,1551.96,1641.65,Jessica,0.115670462883145,297.67,-23.98,298.634340456686,F,-207.313080645537,2573.4313893143,2581.76835307021,teen
2111,face,1685.2700514949,1685.34467631768,ABLE,578.44,598.34,591.68,582.26,574.78,2011.22,2020.78,2007.33,1839.09,1763.76,Jessica,0.0746248227808337,-247.46,-3.66000000000008,247.487064712482,F,-49.0453426033475,-3316.05477612681,3316.41745320225,teen
2112,goat,1712.69392398969,1712.81847776792,KNOWN,667.7,650.85,577.82,533.46,506.07,1649.54,1676.75,1809.13,1843.2,1865.37,Jessica,0.12455377823153,215.83,-161.63,269.642069788822,F,-1297.67239737642,1732.82579673174,2164.864636122,teen
2113,goat,1713.59587150326,1713.72276870748,SO,633.99,597.37,581.09,557.32,542.12,1470.16,1507.78,1500.73,1559.64,1498.78,Jessica,0.126897204218267,28.6199999999999,-91.87,96.2247436993209,F,-723.971820860457,225.536883781715,758.288918121564,teen
2114,goat,1717.67363165533,1717.73724196153,KNOWN,581.38,592.74,586.57,568.21,546.19,1491.09,1552.63,1597.9,1729.13,1815.21,Jessica,0.0636103062038273,324.12,-35.1899999999999,326.024708419469,F,-553.212240281318,5095.40071952206,5125.34411286724,teen
2115,price,1718.54303697405,1718.86757268833,TIME,610.61,543.18,596.49,518.62,444.33,976.17,1017.32,1427.91,1952.43,2327.9,Jessica,0.324535714285503,1351.73,-166.28,1361.91887838447,F,-512.3627159682,4165.11940134529,4196.51464672499,teen
2116,face,1735.92007952146,1735.99012889562,THEY,591.82,602.71,574.7,563.05,541.43,1706.83,1708.04,1678.41,1632.4,1517.39,Jessica,0.0700493741512673,-189.44,-50.3900000000001,196.027206530114,F,-719.349753092526,-2704.37819459908,2798.41481676632,teen
2117,goat,1751.74566390818,1751.93134920635,NO,651.81,629.19,613.3,588.11,567.29,1438.92,1431.6,1528.41,1562.81,1700.49,Jessica,0.185685298174121,261.57,-84.52,274.886331599081,F,-455.178739679992,1408.67372146351,1480.38823914489,teen
2118,face,1751.99232481017,1752.11160048788,THEY'LL,673.83,726.11,683.08,656.27,635.07,1406.13,1390.42,1271.73,1205.86,1193.28,Jessica,0.119275677705673,-212.85,-38.76,216.350318003002,F,-324.961473668126,-1784.52140532148,1813.86785776118,teen
2119,price,1752.56258912724,1752.69455973148,FIGHT,763.48,857.95,824.1,774.49,710.86,1088.42,1200.14,1365.54,1590.4,1663.4,Jessica,0.13197060424568,574.98,-52.62,577.382771478332,F,-398.725157778631,4356.87934662784,4375.08621543826,teen
2120,goat,1752.75950068916,1752.85591144422,OVER,512.76,509.56,472.49,442.22,365.75,1919.88,1879.48,1908.28,1874.52,1810.6,Jessica,0.0964107550591962,-109.28,-147.01,183.177669217621,F,-1524.82987929859,-1133.48349914802,1899.97131653154,teen
2121,price,1759.90817673071,1760.31535245796,LIE,988.81,966.47,1088.07,854.24,708.02,1299.96,1287.31,1358.43,1865.6,2178.29,Jessica,0.407175727256117,878.33,-280.79,922.120714982588,F,-689.603974903398,2157.12760168418,2264.67506105187,teen
2122,face,1762.97812426802,1763.06684614726,PLAYING,628.28,642.79,616.04,627.12,598.4,1980.73,2058.66,2087.88,2061.56,2044.96,Jessica,0.0887218792418025,64.23,-29.88,70.8400119988697,F,-336.78276717477,723.947695302391,798.450310163093,teen
2123,face,1770.05758446944,1770.13181158253,THEY,608.55,594.06,615.25,616.09,607.39,1645.35,1709.29,1784.67,2005.77,2168.72,Jessica,0.0742271130900463,523.37,-1.15999999999997,523.371285513449,F,-15.6277127279994,7050.92759521834,7050.94491386911,teen
2124,face,1770.82211731501,1770.91545753158,WAY,577.48,556.04,559.31,552.46,514.6,1549.79,1666.58,1753.16,1904.46,1873.34,Jessica,0.0933402165728694,323.55,-62.88,329.603545035547,F,-673.664603626782,3466.35150291738,3531.20613104888,teen
2125,price,1776.79997276262,1776.89441037748,SIZE,746.65,869.05,856.8,780.13,651.33,1136.17,1251.14,1292.74,1506.03,1636.65,Jessica,0.0944376148679567,500.48,-95.3199999999999,509.476331933094,F,-1009.34357706171,5299.58322962492,5394.84539762516,teen
2126,price,1783.40824954109,1783.57340845429,FIVE,746.11,789.05,810.76,821.16,743.01,1078.72,1051.03,1018.51,1242.59,1401.51,Jessica,0.165158913204323,322.79,-3.10000000000002,322.804885495867,F,-18.7698013982746,1954.42070753194,1954.51083585489,teen
2127,goat,1790.79762244898,1790.98626900143,KNOW,543.99,550.88,516.33,630.61,641.37,945.81,980.88,979.21,1040.1,1360.78,Jessica,0.188646552448063,414.97,97.38,426.242847799233,F,516.203443616125,2199.72215031201,2259.47859776862,teen
2128,goat,1794.08437864431,1794.23965213568,NO,519.19,538.1,510.58,450.17,418.41,1284.11,1248.18,1212.74,1195.9,1208.51,Jessica,0.155273491369371,-75.5999999999999,-100.78,125.984000571501,F,-649.048328283289,-486.882849952536,811.368376278763,teen
2129,price,1794.63910357691,1794.72287946056,LIKE,800.83,779.81,753.08,770.63,740.05,841.42,1178.06,1243.74,1367.62,1451.73,Jessica,0.083775883641465,610.31,-60.7800000000001,613.329034450514,F,-725.507119210103,7285.03208168999,7321.06911668486,teen
2130,price,1811.5118273426,1811.59610078298,MINE'S,815.82,824.42,782.85,781.75,655.6,1093.61,1257.93,1345.17,1414.47,1471.29,Jessica,0.0842734403781833,377.68,-160.22,410.259223906057,F,-1901.19211083588,4481.60177518721,4868.19123634906,teen
2131,foot,1910.53354793125,1910.60278808493,GOOD,465.38,488.16,532.88,565.57,545.15,1699.23,1658.25,1664.27,1558.95,1513.45,Jessica,0.0692401536812213,-185.78,79.77,202.181753133165,F,1152.07716561777,-2683.12518275628,2920.0072845592,teen
2132,face,1919.4669251905,1919.63365141036,RAISING,669.04,635.2,535.31,527.7,620.35,2142.39,2457.07,2116.01,2479.04,2688.19,Jessica,0.166726219858447,545.8,-48.6899999999999,547.967477228348,F,-292.035650069548,3273.63026921256,3286.63048735574,teen
2133,face,1923.69738972319,1923.78046368975,THEY,575.83,543.64,497.12,525.62,526.86,2096.7,2334.81,2593.53,2642.83,2735.72,Jessica,0.0830739665643705,639.02,-48.97,640.893611530026,F,-589.474681723007,7692.18115406648,7714.73468807373,teen
2134,goat,1926.01453656463,1926.14325727513,HOMES,592.64,581.73,509.11,507.14,481.28,1898.1,1986,2073.25,2111.35,2093.59,Jessica,0.128720710506514,195.49,-111.36,224.983087586601,F,-865.128848044733,1518.71442622364,1747.83907501206,teen
2135,face,1927.79613521524,1927.91832022392,SAFETY,596.73,550.01,465.18,421.53,406.88,2079.82,2249.28,2430.83,2500.75,2517.1,Jessica,0.122185008682209,437.28,-189.85,476.714611586429,F,-1553.79127151172,3578.83511828625,3901.58020798047,teen
2136,fleece,1929.67504137738,1929.79047278912,EVEN,502.61,475.1,466.38,462.54,446.46,2810.25,2755.17,2746.66,2783.49,2732.72,Jessica,0.115431411740019,-77.5300000000002,-56.15,95.7273388327495,F,-486.436050236171,-671.654264912029,829.30059842248,teen
2137,face,1930.03770445956,1930.14402201741,STAYED,604.53,550.58,494.56,467.25,423.76,2143.97,2307.47,2495.88,2572.54,2598.69,Jessica,0.106317557847433,454.72,-180.77,489.334314451787,F,-1700.28359999961,4276.99816668596,4602.5729367673,teen
2138,price,1931.06300882813,1931.24134036281,WHILE,792.2,834.18,769.32,737.26,664.71,1178.85,1252.9,1323.15,1215.89,1114.6,Jessica,0.178331534684958,-64.25,-127.49,142.76471062556,F,-714.904406700839,-360.284007612589,800.557853538183,teen
2139,face,1932.52745599439,1932.65995933712,GAVE,530.07,527.06,517.35,570.38,522.18,2159.14,2121.35,2116.7,2402.91,2345.19,Jessica,0.132503342730161,186.05,-7.8900000000001,186.217224230199,F,-59.5456675841593,1404.11552015624,1405.37755797923,teen
2140,goat,1933.22157518667,1933.31655400218,SO,600.32,608.66,613.26,604.15,596.45,1636.46,1737.68,1875.66,1936.76,1847.53,Jessica,0.0949788155096485,211.07,-3.87,211.105475532967,F,-40.7459282286676,2222.28503132426,2222.65854127778,teen
2141,trap,1934.40977098858,1934.51067889656,THAT,811.03,817.03,796.24,767.95,757.02,1595.49,1590.5,1612.86,1614.98,1687.8,Jessica,0.100907907977444,92.3099999999999,-54.01,106.949596539678,F,-535.240508722794,914.794507687485,1059.87329123486,teen
2142,face,1934.8126473019,1934.89140456555,DAYS,533.79,534.7,516.24,504.31,492.59,2076.2,2197.56,2234.78,2275.14,2352.44,Jessica,0.0787572636531877,276.24,-41.2,279.295502291033,F,-523.126351639471,3507.48600429339,3546.28245492285,teen
2143,face,1935.04136438597,1935.12629522824,LATER,637.24,603.42,526.94,439.72,469.05,2247.05,2669.33,2553.55,2632.1,2648.62,Jessica,0.0849308422616559,401.57,-168.19,435.369200793992,F,-1980.31710885238,4728.1999013131,5126.1613472842,teen
2144,face,1936.20086479036,1936.29276798598,LATER,598.47,547.83,474.02,421.61,395.92,2142.19,2249.34,2385.25,2211.54,2513.18,Jessica,0.0919031956216259,370.99,-202.55,422.682011209372,F,-2203.94947781704,4036.74755258131,4599.20907374749,teen
2145,price,1938.69140977543,1938.79046592846,TRIED,895.2,900.4,884.31,822.76,717.36,1551.92,1627.36,1683.48,1755.51,1746.86,Jessica,0.0990561530363721,194.94,-177.84,263.872448732337,F,-1795.34531221599,1967.97466915983,2663.86731812053,teen
2146,trap,1939.01693326672,1939.07490322167,EXACTLY,699.64,748.03,783.53,826.75,855.64,1629.76,1690.58,1627.21,1717.17,1733.08,Jessica,0.0579699549507495,103.32,156,187.112325622873,F,2691.0491845739,1782.30257532164,3227.74661084076,teen
2147,face,1939.42172492362,1939.49964188223,SAME,600.28,605.34,572.51,517.69,467.16,2150.52,2238.14,2337.31,2415.75,2510.85,Jessica,0.077916958606238,360.33,-133.12,384.133626880022,F,-1708.48557722506,4624.53882242719,4930.03877142181,teen
2148,lot,1943.40765711637,1943.465694553,NOT,685.98,673.92,701.52,717.36,699.59,1299.49,1213.19,1209.9,1196.54,1145.54,Jessica,0.058037436623863,-153.95,13.61,154.550427369192,F,234.503809811683,-2652.59820135993,2662.94371977218,teen
2149,face,1945.53073846281,1945.61719256934,ESCAPED,501.04,506.89,473.86,438.04,408.95,2423.78,2490.25,2378.18,2607.11,2410.31,Jessica,0.0864541065225239,-13.4700000000003,-92.09,93.0699145803842,F,-1065.18942481937,-155.805207430962,1076.52393071851,teen
2150,face,1947.04066621315,1947.20109950647,CHANGE,581.77,504.16,461.46,443.44,488.47,2387.07,2550.93,2894.58,2929.98,3061.63,Jessica,0.160433293317283,674.56,-93.3,680.981705774832,F,-581.550113887421,4204.61355652625,4244.64082045663,teen
2151,price,1948.17048017171,1948.32990200842,DIET,802.39,889.29,901.86,728.32,604.55,1203.22,1296.46,1564.57,1762.04,2037.74,Jessica,0.159421836709953,834.52,-197.84,857.650450941408,F,-1240.98432236698,5234.66557168262,5379.75517432903,teen
2152,goat,1949.73788022717,1949.80582993197,SO,586.23,599.34,569.78,564.74,586.21,1500.06,1695.48,1639.42,1635.54,1634.72,Jessica,0.0679497048070061,134.66,-0.0199999999999818,134.660001485222,F,-0.294335347839799,1981.75989700717,1981.75991886484,teen
2153,goat,1949.84805202194,1949.95319150744,OVERCOMING,596.18,608.4,609.78,578.87,500.63,1500.38,1589.39,1678.78,1909.79,1833.75,Jessica,0.105139485495783,333.37,-95.55,346.792963308081,F,-908.792729481564,3170.74026402166,3298.40841119572,teen
2154,lot,1951.25593163507,1951.39478070175,SHOT,572.3,572.51,590.82,659.35,661.69,1194.97,1110.36,1085.28,1030.28,1038.99,Jessica,0.138849066688863,-155.98,89.3900000000001,179.778565185063,F,643.792588107976,-1123.37809478781,1294.77690756047,teen
2155,trap,1952.03953822256,1952.1136533308,ACTUALLY,908.26,908.06,923.31,913.29,887.7,1678.34,1609.2,1605.68,1609.23,1631.07,Jessica,0.0741151082404485,-47.27,-20.5599999999999,51.5477109094089,F,-277.406327645073,-637.791688121725,695.50881234869,teen
2156,fleece,1954.50028976618,1954.59487029478,SHEEP,427.79,438.9,425.03,417.34,421.74,2694.04,2646.36,2632.48,2657.18,2636.35,Jessica,0.0945805286048653,-57.6900000000001,-6.05000000000001,58.0063668919198,F,-63.9666545455191,-609.956413343967,613.301360729928,teen
2157,face,1955.2505551325,1955.36394285032,RACING,615.92,570.8,552.2,484.36,525.01,2116.49,2273.22,2330.65,2463.07,2602.19,Jessica,0.113387717822434,485.7,-90.91,494.134716550052,F,-801.762322638557,4283.53272583376,4357.92099920267,teen
2158,price,1957.32251371137,1957.46327058559,CRIED,852.49,896.68,836.66,754.28,622.47,1325.43,1457.14,1616.84,1841.45,1892.07,Jessica,0.140756874221097,566.64,-230.02,611.547291711769,F,-1634.1653029229,4025.66484326682,4344.70639601706,teen
2159,fleece,1958.19132653061,1958.32159108088,EVEN,396.96,419.36,355.75,423.85,430.35,2631.61,2679.52,2620.09,2654.1,2585.29,Jessica,0.130264550264656,-46.3200000000002,33.39,57.1002145354991,F,256.324532899873,-355.584077985091,438.340395905791,teen
2160,price,1965.05210523175,1965.17213415043,TIME,960.24,955.21,816.44,741.11,675.17,1379.31,1432.86,1539.03,1620.79,1710.19,Jessica,0.120028918674052,330.88,-285.07,436.745325447222,F,-2375.01098192953,2756.66900656275,3638.66750006503,teen
2161,face,1966.21132223597,1966.27627440751,SAY,613.79,620.67,626.01,621.18,614.74,1776.94,1761.85,1779.82,1820.36,1828.82,Jessica,0.0649521715413357,51.8799999999999,0.950000000000045,51.8886972278163,F,14.6261468624719,798.741578131585,798.875480164573,teen
2162,price,1966.42947517038,1966.52342758477,IRISH,884.86,868.85,843.96,780.06,724.58,1359.61,1375.7,1456.45,1517.67,1545.76,Jessica,0.0939524143991548,186.15,-160.28,245.645070986576,F,-1705.96999582208,1981.32215324606,2614.56900876393,teen
2163,face,1966.75166169721,1966.82789578503,WAY,568.04,591.34,591.95,610.65,568,1688.18,1721.48,1899.84,2133.96,2060.4,Jessica,0.0762340878163741,372.22,-0.0399999999999636,372.220002149267,F,-0.524699660554896,4882.59269129803,4882.59271949102,teen
